embedding_model,reduction_method,cluster_method,level,FM,Rand,ARI,AMI,Dendrogram_Purity,LCA_F1,TED
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,5,0.7794087057809224,0.904800581741441,0.7182852138685226,0.7452410782525942,0.7818082843180505,0.6288776872310556,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,16,0.42195437603419056,0.9169239109008476,0.3767134823539025,0.5592771666121961,0.44303356432091573,0.38458199036609814,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,53,0.3187431936575491,0.9716203429923123,0.3041930603029177,0.5449445194915893,0.35732896406337067,0.32798973664132425,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,156,0.3554859728002645,0.9915217819830475,0.3510071494525786,0.5078759879929533,0.39456701444535397,0.349717369488943,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,474,0.43689561077106365,0.9979923122412774,0.43301708542990164,0.503930267332687,0.5164860102382896,0.48439077666788954,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,5,0.6559877659157999,0.8413574429756283,0.551388797327629,0.6224493301168087,0.6852837521715633,0.5491933780430648,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,16,0.3802982074624742,0.9062359550561798,0.3282210127317904,0.5280997763349421,0.4155107702714672,0.3490700507008478,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,53,0.31175819408579925,0.9702138773901045,0.29609202387347927,0.5284779415335743,0.2891476850988807,0.28613883387360817,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,156,0.30277618474492335,0.9902148630001971,0.2965521749139868,0.44510000789336746,0.3255363540279437,0.3104375926435654,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,474,0.21795007235287825,0.9971259609698403,0.21429724088955698,0.274892661894497,0.2819711241466135,0.3245924722262545,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,5,0.4472499928650899,0.22196421040574382,-0.0014248028423038662,0.01627176029227363,0.49272976569668675,0.41130534329478396,1246.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,16,0.254167614390591,0.09826434062684802,-0.0008797391953900817,0.00913394453086121,0.25589446568806706,0.2179706799909828,1246.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,53,0.1377841491554668,0.10891287206780997,0.0005017012253725639,0.013562295406607415,0.18569026560101115,0.18577190505791363,1246.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,156,0.0712790209653095,0.2739611669623497,0.000608272779870445,0.029573525791818128,0.24226737348608968,0.24995300844203147,1246.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,474,0.06550568305902497,0.8920017740981667,0.012504056833118095,0.2664428244221952,0.42451078222025485,0.39408784423736054,1246.0
sentence-transformers/all-MiniLM-L6-v2,Raw,Agglomerative,5,0.6985344363121503,0.8693546175726873,0.6147365748007745,0.6661535931350046,0.7608191880319897,0.5948870743957739,998.0
sentence-transformers/all-MiniLM-L6-v2,Raw,Agglomerative,16,0.3153879681121562,0.8997516262566528,0.26078886368869203,0.4950635594488588,0.35540329484187955,0.3117381874605302,998.0
sentence-transformers/all-MiniLM-L6-v2,Raw,Agglomerative,53,0.2763632926144095,0.9694628424995072,0.2606358092818309,0.5081082602933074,0.30545907746110434,0.2765600525870684,998.0
sentence-transformers/all-MiniLM-L6-v2,Raw,Agglomerative,156,0.30749577521259597,0.9905223733491031,0.3019583654898897,0.47517359698690803,0.33799753498568097,0.332645990446513,998.0
sentence-transformers/all-MiniLM-L6-v2,Raw,Agglomerative,474,0.40637920449368287,0.9978967080622906,0.40286989255477546,0.4742052862884462,0.47589275932229796,0.4972535332028169,998.0
sentence-transformers/all-MiniLM-L6-v2,Raw,DC,5,0.7030263682014172,0.847615675779806,0.5955227570253343,0.6364473996501364,0.7649227033349376,0.5794755302485424,1148.0
sentence-transformers/all-MiniLM-L6-v2,Raw,DC,16,0.3818643714443444,0.9090153755174453,0.33195560213046166,0.4956865079126298,0.3695711272891047,0.3124947073072716,1148.0
sentence-transformers/all-MiniLM-L6-v2,Raw,DC,53,0.2914091117400658,0.9698087916420264,0.2757589701176515,0.5047698096771739,0.27231829176414274,0.2319375263670901,1148.0
sentence-transformers/all-MiniLM-L6-v2,Raw,DC,156,0.28954598923192226,0.9902069781194559,0.2837596861582544,0.44174105922809004,0.28670343679253635,0.27488508681487894,1148.0
sentence-transformers/all-MiniLM-L6-v2,Raw,DC,474,0.18800037506289932,0.997026414350483,0.18467430148748576,0.2428205743398831,0.2544534282527526,0.30020043786394013,1148.0
sentence-transformers/all-MiniLM-L6-v2,Raw,HDBSCAN,5,0.44723383730901406,0.22196073939475983,-0.001439762659553104,0.013839712472604944,0.5002521862075658,0.41776209425172417,1238.0
sentence-transformers/all-MiniLM-L6-v2,Raw,HDBSCAN,16,0.2576553251036735,0.08720776660753006,6.584514880840137e-05,-8.518742867892577e-05,0.22023373474547656,0.1977261460254004,1238.0
sentence-transformers/all-MiniLM-L6-v2,Raw,HDBSCAN,53,0.13650145830673452,0.1033491030948157,-1.1688531801957648e-05,0.0037328235004994484,0.18144478087750293,0.16120488622926438,1238.0
sentence-transformers/all-MiniLM-L6-v2,Raw,HDBSCAN,156,0.07233454374102914,0.3409235166568106,0.0014763516896972723,0.05870181056119539,0.2681435304616424,0.24438970566282078,1238.0
sentence-transformers/all-MiniLM-L6-v2,Raw,HDBSCAN,474,0.09412087242289094,0.9475202050068993,0.028612039031561724,0.31897093974883367,0.3655994405785702,0.3890246373965972,1238.0
