embedding_model,reduction_method,cluster_method,level,FM,Rand,ARI,AMI,Dendrogram_Purity,LCA_F1,TED
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,5,0.7794087057809224,0.904800581741441,0.7182852138685226,0.7452410782525942,0.7818082843180505,0.6288776872310556,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,16,0.42195437603419056,0.9169239109008476,0.3767134823539025,0.5592771666121961,0.4431457753395787,0.39535099788987066,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,53,0.3187431936575491,0.9716203429923123,0.3041930603029177,0.5449445194915893,0.34512104105038477,0.33656184382824594,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,156,0.3554859728002645,0.9915217819830475,0.3510071494525786,0.5078759879929533,0.38850491503792456,0.3880946311636643,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,474,0.43689561077106365,0.9979923122412774,0.43301708542990164,0.503930267332687,0.5219155925423004,0.4859787589693924,984.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,5,0.6559877659157999,0.8413574429756283,0.551388797327629,0.6224493301168087,0.6852837521715633,0.5491933780430648,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,16,0.3802982074624742,0.9062359550561798,0.3282210127317904,0.5280997763349421,0.4004443911931164,0.34678392726548773,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,53,0.31175819408579925,0.9702138773901045,0.29609202387347927,0.5284779415335743,0.3044836701053594,0.28341064685871903,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,156,0.30277618474492335,0.9902148630001971,0.2965521749139868,0.44510000789336746,0.35654147161492306,0.2990558491743604,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,474,0.21795007235287825,0.9971259609698403,0.21429724088955698,0.274892661894497,0.29172351446657385,0.322138866293658,1128.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,5,0.4472499928650899,0.22196421040574382,-0.0014248028423038662,0.01627176029227363,0.49272976569668675,0.41130534329478396,1246.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,16,0.254167614390591,0.09826434062684802,-0.0008797391953900817,0.00913394453086121,0.2594403875352793,0.22608066078652736,1246.0
