embedding_model,reduction_method,cluster_method,level,FM,Rand,ARI,AMI,Dendrogram_Purity,DP_Lower,DP_Upper,LCA_F1,LCA_F1_Lower,LCA_F1_Upper,TED
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,5,0.79169282769559,0.9111039376884108,0.7349397242259882,0.7303067740476124,0.791134902826251,0.232427277125009,1.0,0.6273088721274994,0.09995453057272319,1.0,984.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,13,0.5911366717818419,0.9290612130142086,0.5522588829524946,0.6871655252106228,0.6676439982620596,0.054042510209686756,1.0,0.5377788256495598,0.042322719183885305,1.0,984.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,38,0.44752599956084343,0.9679191809802482,0.43061562272925424,0.6609649950778487,0.4958375818568828,0.0,1.0,0.44954262485621155,0.0,0.9988490606379322,984.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,120,0.41067530469111285,0.9897379560257619,0.4051258892904809,0.5760396766393479,0.46131040306113863,0.0,1.0,0.46318772644173456,0.0,1.0,984.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,350,0.46743137730491474,0.9974054192894494,0.4626844002103355,0.5552592073784539,0.5627394563253488,0.0,1.0,0.5618483417632485,0.0,1.0,984.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,5,0.657146494441411,0.8482508707898806,0.5590289584300818,0.5944571052229222,0.6969960513000545,0.08375965431960952,1.0,0.5498884518153978,0.00782224689347022,1.0,1138.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,13,0.6173151475121522,0.9321382642515372,0.5797933084876161,0.6828448405524581,0.6143378233759226,0.0,1.0,0.47306591896242767,0.0,1.0,1138.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,38,0.4146512551816186,0.9644932931390261,0.39504955141459785,0.6146607197765624,0.42424440995685725,0.0,1.0,0.371751493142601,0.0,0.8826189572161365,1138.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,120,0.3634273207212633,0.9887678084557299,0.3572182881909583,0.5119652697820767,0.38384853107573524,0.0,1.0,0.35820706464545415,0.0,0.9259502458327666,1138.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,350,0.23428637442840675,0.9961124676979041,0.22939802274850002,0.3056357596057382,0.31418952505834735,0.0,0.96047845020655,0.3382292591059032,0.0,0.9166000520707424,1138.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,5,0.4513892483505514,0.21405377637317533,-0.0005340975607228107,0.0038344217328877073,0.5118836609904084,0.0,1.0,0.40091373709427475,0.0,0.8432224766895153,1232.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,13,0.2867890002876467,0.1259022459176572,0.0007758263114348024,0.015228205568679177,0.37975398667095894,0.0,1.0,0.3191944061355448,0.0,0.8064262392895731,1232.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,38,0.15952935864416593,0.13095083139390595,0.000810920661657773,0.02554778372173175,0.28886441037321764,0.0,1.0,0.24331011613335254,0.0,0.7805313986187972,1232.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,120,0.08534059447523086,0.4113651312649579,0.003594410664996336,0.10899160329177733,0.3256679713340052,0.0,1.0,0.2860113135734239,0.0,0.9703078837271186,1232.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,350,0.15640223459718947,0.9723881076221665,0.07659222287955124,0.38674938559597083,0.4456357521647684,0.0,1.0,0.4444890951869295,0.0,1.0,1232.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,5,0.7239570896625642,0.8849759025062435,0.6512970092122781,0.6975600637623303,0.7448199045260988,0.1618182940616435,1.0,0.5555681626228465,0.07484066143296048,1.0,1030.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,13,0.5038227160415532,0.9086481974172207,0.4526344813291907,0.653495184829669,0.5642771495016773,0.0,1.0,0.4430266085566324,0.0,0.8886439395587331,1030.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,38,0.39334217071364647,0.9627317550646389,0.37255454170744057,0.6190630755975708,0.4090664033594362,0.0,1.0,0.3546913888181553,0.0,0.8416077795543591,1030.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,120,0.33859699664982024,0.9871138717218471,0.3288380334998252,0.5221069533450484,0.3678235356090954,0.0,1.0,0.3678995896120351,0.0,0.9311738569597854,1030.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,350,0.3079187812591511,0.9961940364560283,0.2986616338644191,0.3926350012264796,0.41308005381863394,0.0,1.0,0.4038840717897182,0.0,1.0,1030.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,5,0.666141885536065,0.8288184157958768,0.546814760074979,0.6419177692539033,0.7941071504296212,0.21066548955696351,1.0,0.599790921411849,0.07727019955573222,1.0,1114.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,13,0.5173445174708707,0.8956509967875793,0.45176851560011405,0.635705527633648,0.556892861598229,0.0,1.0,0.464682251745978,0.0,0.9558175957430146,1114.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,38,0.3714895128207175,0.9568449204357508,0.3436188383942482,0.590149614640401,0.38221191244689984,0.0,1.0,0.34536290159243604,0.0,0.7959804438777496,1114.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,120,0.31269546477482185,0.9869819733044545,0.3040279734139345,0.47547194696583217,0.34154644405938395,0.0,1.0,0.3209986453103782,0.0,0.8810583227361228,1114.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,350,0.2467284743485249,0.9963884130711331,0.24340642524970224,0.31048881011581797,0.31922666874376443,0.0,1.0,0.3595091154621662,0.0,0.98509184887256,1114.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,5,0.445577647893204,0.22480176188517548,-0.0019018142115867396,0.020278544356879005,0.8031117248171349,0.22246568915296172,1.0,0.5862312528821558,0.07363934375748304,1.0,1246.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,13,0.3826525590076967,0.6076473313999802,0.15708513282943287,0.3908888800122305,0.5657059325114568,0.0,1.0,0.44792273406691036,0.0,0.9141012196077719,1246.0
