embedding_model,reduction_method,cluster_method,level,FM,Rand,ARI,AMI,Dendrogram_Purity,DP_Lower,DP_Upper,LCA_F1,LCA_F1_Lower,LCA_F1_Upper,TED
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,6,0.4892320210705012,0.8033289103295995,0.36712646043972014,0.49669202891333997,0.5135355474831592,0.0,1.0,0.42632180206203213,0.0,0.8603340120673759,1413.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,18,0.40168964805549323,0.9259438312812653,0.36160546180363096,0.570834724910356,0.39610056692994283,0.0,1.0,0.33529360959423227,0.0,0.8139044881127107,1413.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,57,0.3242462502890657,0.9719979290742208,0.30858461069237886,0.567415616190125,0.3544609717320985,0.0,1.0,0.29060340393632733,0.0,0.8469338473391503,1413.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,168,0.3231839628529308,0.9913682853488859,0.31784355535305286,0.49390246452788095,0.3509294496588226,0.0,1.0,0.33106253353131454,0.0,0.992342953260723,1413.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,516,0.40326133669984726,0.9980627929382803,0.39957344903511055,0.47853894718328777,0.47043570985460964,0.0,1.0,0.4620109123986933,0.0,1.0,1413.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,6,0.5260404984308791,0.82299499069112,0.4170711409749257,0.5154670297942721,0.590217654017129,0.0,1.0,0.4612475189105323,0.0,0.9319406215423933,1609.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,18,0.4114568294789752,0.9236980425636964,0.3689588094308412,0.575642618437506,0.4197159898104642,0.0,1.0,0.35972054403653236,0.0,0.8320552118302824,1609.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,57,0.3192611026318632,0.9707336014565054,0.30195597775271343,0.5387087136250232,0.32168452716036094,0.0,0.9974929097630907,0.27531542506340145,0.0,0.7506354231292645,1609.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,168,0.30475078706596737,0.9910794186321604,0.29919033621975727,0.4503786380388728,0.2976326333523111,0.0,1.0,0.2744384597058769,0.0,0.8192900990474525,1609.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,516,0.1894041288823984,0.9972339083238188,0.18559919593671206,0.24671230985763598,0.2675804823710114,0.0,0.8948631801050302,0.2926671467504005,0.0,0.862679704435651,1609.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,6,0.4221140725161875,0.18460897561176312,-0.0004503528608947822,0.0002677648513615833,0.38712729776937066,0.0,0.9608566197726789,0.33409106783839354,0.0,0.6997496899593222,1827.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,18,0.23732597007244402,0.0796114956952859,-0.00021891020193164957,0.0004858095211123885,0.22889137864755366,0.0,0.8018543495935675,0.1999745972801557,0.0,0.5727757502319872,1827.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,57,0.12939372612294836,0.12527986641842986,0.00013968623818735737,0.016078260787456677,0.19679666130722037,0.0,0.8094273740768572,0.17595124887782176,0.0,0.6231379532684502,1827.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,168,0.07546613205654464,0.4995594139691487,0.004574649608347118,0.1506740670010843,0.23915496530890515,0.0,0.9838169880154982,0.22125713872909517,0.0,0.8395823727144902,1827.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,516,0.0671917770345001,0.9104307457047148,0.013921461473040788,0.28039249497712626,0.3943688806758936,0.0,1.0,0.34275269170527806,0.0,1.0,1827.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,6,0.6548170687861432,0.8624102970269871,0.5672654582501543,0.667574558502695,0.6747475136073113,0.08499476676216577,1.0,0.5213739924755967,0.034681906932099715,1.0,1461.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,18,0.3851511745474511,0.9176892719873001,0.338605818638662,0.5743080342022134,0.40613869521738377,0.0,0.982111476915715,0.3548804014109199,0.0,0.75366259827714,1461.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,57,0.25969561669077645,0.9661554497234766,0.23879715331240373,0.5133696793481982,0.28197932875887227,0.0,0.8851476785075341,0.25497590454023267,0.0,0.6724914079113381,1461.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,168,0.2363144588162187,0.9885079048334173,0.2252461728373562,0.4187703682823763,0.2707840739787579,0.0,0.9372372745272458,0.26229393034603404,0.0,0.8047833886576452,1461.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,516,0.19037166687461515,0.9968181802596886,0.18197785212928774,0.2646487978361259,0.2917814104468672,0.0,0.9912098093619748,0.30990059886651616,0.0,0.9099375117375106,1461.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,6,0.595861609333457,0.842299344778284,0.4970257382338684,0.590900714503562,0.6324563136391296,0.014171084490857688,1.0,0.4710990107802273,0.0,0.9456835457798773,1567.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,18,0.38701428216978206,0.9148246056155004,0.3375866082096867,0.5399045408029625,0.39247022217486655,0.0,0.980021187312377,0.3268095103547152,0.0,0.7432484423011005,1567.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,57,0.25681921583437056,0.968108943039255,0.2387249908727282,0.4919139091160275,0.26906833596429136,0.0,0.8564996935767825,0.2409381822038132,0.0,0.6550886528020738,1567.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,168,0.23394653211289146,0.9900165262620133,0.22781639439046358,0.3812487187305597,0.2476385429342573,0.0,0.8942242747400109,0.22012317398889536,0.0,0.7100449594160132,1567.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,516,0.17128724977554757,0.9973719128976846,0.16915120262178915,0.21773957019969836,0.2225443141661756,0.0,0.814141810194558,0.2740830599963565,0.0,0.8418758074508097,1567.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,6,0.41886927079167735,0.19674909225562903,0.00020814550739958745,0.015830040665640054,0.5202053306126725,0.0,1.0,0.419941365793988,0.0,0.8431666587234107,1783.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,18,0.2345613238525718,0.10483633171842267,0.00014100610741588836,0.020996441403833926,0.3218726517707077,0.0,0.9322718902929364,0.27452404309641765,0.0,0.6809504408292915,1783.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,57,0.19016601636690977,0.6762352695117896,0.051483727262581845,0.38774967389554377,0.24477007628894898,0.0,0.8576171933004962,0.20717266868061687,0.0,0.6398714992309738,1783.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,168,0.11433677914030074,0.8090025269408929,0.02762908026249187,0.367774466462207,0.22256521349573968,0.0,0.88280757330267,0.2127274362848026,0.0,0.7148675359265718,1783.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,516,0.06972863564079625,0.9423569466873759,0.0187140332945802,0.25706563863928106,0.23199454925308213,0.0,0.8783937233588293,0.26930140751837034,0.0,0.8677946795707911,1783.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,6,0.5420687417951869,0.8187905656301752,0.42825738190494356,0.6076256146807735,0.6010929011053261,0.03397360077716971,1.0,0.4635247603764752,0.04199675659501845,0.885052764157932,1441.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,18,0.4116523606025246,0.9292293687447927,0.3737898896136333,0.5977514982707361,0.4279129642909096,0.0,1.0,0.36559390603333236,0.0,0.8006881703810274,1441.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,57,0.3241897281554614,0.973459406083173,0.3103146968962953,0.5606700403738302,0.3201182444881163,0.0,0.9614204439824723,0.2707769606662663,0.0,0.6958038783839569,1441.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,168,0.2969241150170637,0.9907742656613762,0.2907003111920183,0.4512647992147582,0.299470475497948,0.0,0.977104235574376,0.29645782735661647,0.0,0.8432938538669348,1441.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,516,0.22745891855877795,0.9969098975851771,0.21708438521152348,0.3099017766240746,0.30907004331676785,0.0,0.9703320900716019,0.3158584618649677,0.0,0.9073227581426967,1441.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,6,0.4756578869214956,0.8007736827849151,0.35248703107676616,0.49782024761443083,0.5218828353153108,0.0,1.0,0.4038144683118947,0.0,0.8144616056064771,1559.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,18,0.4016837204432258,0.919298182454047,0.3555874472790604,0.5751174523018612,0.36190621254914757,0.0,0.9923824978054617,0.284919020894041,0.0,0.6752086554432756,1559.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,57,0.26564447338046837,0.9711038994435244,0.2506147965466804,0.4999795039482847,0.2500951948120346,0.0,0.8410154902259146,0.2260789859732902,0.0,0.652043044132223,1559.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,168,0.2373883941467127,0.9902531055314976,0.23171787025998203,0.3816582147569435,0.2209208699085857,0.0,0.8246122893108881,0.22235464339246472,0.0,0.7191635835603094,1559.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,516,0.13094789960041076,0.9972167648984938,0.12881245722476498,0.17059221020139503,0.20649806572814522,0.0,0.7541172001968263,0.21291592191159492,0.0,0.6884423977517433,1559.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,6,0.5722819238705962,0.7292547410142736,0.37584083278640135,0.5697675039732266,0.5205356121973772,0.0,1.0,0.42819351256953836,0.02547409412062862,0.8309129310184481,1717.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,18,0.3283084136845345,0.7860106220663313,0.18711449454500084,0.5096517743779528,0.3826151531783612,0.0,1.0,0.32120190284035743,0.0,0.7512765301536586,1717.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,57,0.27412319865148216,0.937522500745739,0.2079586764680682,0.543433552513255,0.29398799760892597,0.0,0.949199709036116,0.26906896003627406,0.0,0.7354259104839359,1717.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,168,0.21606064273353456,0.9703735895246813,0.15250223571723073,0.4695216102888461,0.27835466728398295,0.0,0.942996703913057,0.26324124192616943,0.0,0.7817359871244942,1717.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,516,0.1777823429700607,0.9916897245737287,0.12484529369842985,0.3378940995876793,0.2784834573624822,0.0,0.9232331110070258,0.28540056215742493,0.0,0.8306517139143584,1717.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,6,0.5783943066261807,0.8465114843806252,0.48455123699566904,0.5676446830240827,0.6143586450362963,0.03447610140270374,1.0,0.4899844994953818,0.03436252991022348,0.9456064690805401,1401.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,18,0.41787839029195584,0.9274078798040164,0.37837634902858386,0.5844826489164183,0.4397722403947638,0.0,1.0,0.37483475210186756,0.0,0.8122629988451266,1401.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,57,0.3277445706188355,0.9722507945977638,0.3122922182357471,0.575592571270566,0.3728933738058638,0.0,1.0,0.32427813143543865,0.0,0.8469818989753102,1401.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,168,0.32307234799537415,0.9912782823659299,0.3174478867486182,0.49775359922831913,0.37020719663552876,0.0,1.0,0.35923341605407294,0.0,1.0,1401.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,516,0.40317774656859057,0.9980310776014291,0.3988214040623479,0.4812193356134588,0.49375395303088493,0.0,1.0,0.4569768031961468,0.0,1.0,1401.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,6,0.4776511164587049,0.7559401968750964,0.31763349023769477,0.41722844452704155,0.5817181999069474,0.0,1.0,0.44450615789472736,0.0,0.9203614523430386,1619.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,18,0.41269874177833643,0.9211933881237206,0.36770201903629945,0.5706008200366521,0.4265015935047571,0.0,1.0,0.3384149110919383,0.0,0.8076060599489769,1619.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,57,0.31450641523551937,0.9726245212698478,0.29996697848206166,0.5337990398129597,0.3040298129202074,0.0,0.963644849726623,0.27543950066247846,0.0,0.7544320722257347,1619.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,168,0.2928860543687858,0.9911377062782653,0.2878448912662562,0.4397591751029167,0.27882923319157576,0.0,0.9543255163251994,0.24586224248927324,0.0,0.7549028971803978,1619.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,516,0.18217547564628586,0.9971704776501163,0.17809273483769764,0.23689612600957344,0.2524012349187225,0.0,0.8403289010443391,0.291334119590187,0.0,0.864785409523503,1619.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,6,0.4221140725161875,0.18460897561176312,-0.0004503528608947822,0.0002677648513615833,0.3566385138570231,0.0,0.887687851612817,0.32837697518158526,0.0,0.7014683065259417,1835.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,18,0.23732597007244402,0.0796114956952859,-0.00021891020193164957,0.0004858095211123885,0.22337502104687335,0.0,0.8107970929858281,0.1873027815330043,0.0,0.5426233777015224,1835.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,57,0.12976478398481445,0.11809934272107304,9.061741270586052e-05,0.012705274472809797,0.18001870062180003,0.0,0.7861306286566656,0.1624031280544537,0.0,0.5979268147780087,1835.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,168,0.06935350383247771,0.3033529111250544,0.0009769011884926022,0.046815018215509624,0.2505436056858935,0.0,1.0,0.21426640726458127,0.0,0.8070544445799152,1835.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,516,0.06264031837521289,0.8980789077580857,0.011835296977398239,0.260031790217516,0.3808696512233527,0.0,1.0,0.3523331984419304,0.0,1.0,1835.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,Agglomerative,6,0.6058592444819112,0.8537288664424306,0.5159066280981661,0.647982485219537,0.650696266667256,0.06837201544245042,1.0,0.5141339079190723,0.05383060629002573,0.9744372095481189,1479.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,Agglomerative,18,0.4470640299911419,0.9321026068292549,0.4103399717737516,0.6165954787833873,0.4435575302382625,0.0,1.0,0.37019637857474336,0.0,0.805980567026651,1479.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,Agglomerative,57,0.304635196634052,0.9717279201253527,0.2893354114727963,0.5397102586278251,0.36586145206325643,0.0,1.0,0.2804644387689357,0.0,0.7304482114178308,1479.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,Agglomerative,168,0.29713120110604246,0.9903259650891286,0.28923943114458733,0.45205428343820775,0.30175927493952664,0.0,0.9839457974860923,0.2663872112660549,0.0,0.780584315305163,1479.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,Agglomerative,516,0.2283426889634503,0.9969621850324182,0.21865701702456544,0.3062450083960756,0.280261825109548,0.0,0.9418304664844832,0.3212011976517658,0.0,0.9214977749891903,1479.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,DC,6,0.47486407934340114,0.7392605012051828,0.3018130797320986,0.44982047506794937,0.4914309752113157,0.0,1.0,0.3903798647309538,0.0,0.785925424299774,1537.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,DC,18,0.3662353669552652,0.916736954710499,0.3199088904161053,0.538587225034517,0.34420584757849476,0.0,0.9612345015456845,0.2806182257340047,0.0,0.6613254805844093,1537.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,DC,57,0.25653346401620253,0.970123295514937,0.24074876832089706,0.4883645751170357,0.24498417593608354,0.0,0.8243431777776632,0.20514592569618736,0.0,0.5842672455520864,1537.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,DC,168,0.20868365134829675,0.9898150910144451,0.20278157195261706,0.3585040960940508,0.20356172318926377,0.0,0.764365826225191,0.19015884143548806,0.0,0.6238680380125192,1537.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,DC,516,0.10875380938130005,0.9971747635064476,0.1068239934251197,0.14479827745709162,0.18135696340294363,0.0,0.69384950511934,0.2050862183349143,0.0,0.6739829902509705,1537.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,HDBSCAN,6,0.5823267599456595,0.740112529443833,0.3927445677400171,0.5999124701153198,0.5660139158763396,0.003911554153046781,1.0,0.466098300932015,0.06981319714646733,0.8623834047175627,1741.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,HDBSCAN,18,0.3478772420302105,0.7503848698985452,0.1837450874965326,0.5085300054100462,0.4033743411931353,0.0,1.0,0.34175736961288655,0.0,0.7437628441174103,1741.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,HDBSCAN,57,0.24978403495698656,0.8966294311468609,0.15069463557222887,0.49998441511423314,0.29876974340767937,0.0,0.9436089853852364,0.2742563692843025,0.0,0.7287663400020947,1741.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,HDBSCAN,168,0.21204050337934716,0.9669869058517369,0.14314327582422273,0.47076316733432266,0.2728283983437106,0.0,0.9392035607704106,0.2611401583421,0.0,0.7698586934040156,1741.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,HDBSCAN,516,0.18205735188418215,0.9927140442368947,0.13447621270721893,0.32930437179783884,0.25167264905768305,0.0,0.8664158595968073,0.3039498068712164,0.0,0.8798119436933256,1741.0
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,6,0.6773919178901779,0.8713514505052168,0.5952836942244673,0.7165794434030278,0.6819623766519138,0.09498936860376583,1.0,0.5301253884534756,0.027251439086492968,1.0,1481.0
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,18,0.4733030806646463,0.9369053374340407,0.4395418437215623,0.6411472876199422,0.4734227929358007,0.0,1.0,0.40193193980652325,0.0,0.8696591157825575,1481.0
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,57,0.3619365260667005,0.9748977394679367,0.34872468960082953,0.5915309731885208,0.36507498457805004,0.0,1.0,0.3419633088855179,0.0,0.8396754701031826,1481.0
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,168,0.33194293807109265,0.9914711459008355,0.32660368028620435,0.4994372122477632,0.374063598892063,0.0,1.0,0.33840899159624527,0.0,0.9334760011257144,1481.0
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,516,0.325365445212038,0.997605063482104,0.3183755106880553,0.4021778264404162,0.38921414910988067,0.0,1.0,0.4375657021096199,0.0,1.0,1481.0
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,6,0.5289497880867309,0.8285691754355288,0.42415265270962704,0.556669894532119,0.577162036476835,0.0,1.0,0.44652322621921975,0.027781397125142604,0.8652650553132969,1551.0
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,18,0.42054442098925365,0.9283353391140964,0.3817123186522962,0.5852120224385654,0.4278687928083799,0.0,1.0,0.33512406101768,0.0,0.7763299869520373,1551.0
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,57,0.31192647130766915,0.9733102582828459,0.2981316301333016,0.5481972719503667,0.3150183689530635,0.0,0.9581582772471071,0.29012061888618346,0.0,0.7541780747931438,1551.0
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,168,0.28717684980834396,0.9908222672522861,0.2814748332299613,0.4490944096956403,0.27583161717382904,0.0,0.9310405987983934,0.26243227245323497,0.0,0.7704174270395928,1551.0
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,516,0.2031695550011988,0.9974696304220368,0.20090752292985545,0.2626652212059352,0.2877990418275263,0.0,0.9190004316388876,0.33609892074467734,0.0,0.9161212317514862,1551.0
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,6,0.5773112034009311,0.7329054334372225,0.38281975115745026,0.564031514093347,0.5465223763924211,0.003204955420933908,1.0,0.4578981434144769,0.05184746804808932,0.8639488187808644,1693.0
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,18,0.33469508447657104,0.8253187819939175,0.21541503187443486,0.5433822874217354,0.4022303423286935,0.0,1.0,0.34399219489173843,0.0,0.7864903428895553,1693.0
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,57,0.2918035822595429,0.9455961969025259,0.23338316983902274,0.5565550865065205,0.3340864771309087,0.0,1.0,0.3123949343552338,0.0,0.8295216234731138,1693.0
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,168,0.26711349192363043,0.9811996626173896,0.2214055119886639,0.5119364520662241,0.3370794404073847,0.0,1.0,0.307549525773333,0.0,0.88805367748378,1693.0
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,516,0.2689973207627343,0.9957038576135666,0.23270786437881713,0.405343641812971,0.370903295012998,0.0,1.0,0.396592126236974,0.0,1.0,1693.0
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,6,0.5512985752556094,0.8168679304799816,0.434828825105474,0.5664058681465888,0.568251811623566,0.04585435555496731,1.0,0.4391805550011404,0.0,0.8977166189646539,1405.0
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,18,0.27578875909085127,0.8993843795965809,0.21963656773341758,0.43428603503129265,0.26489780417520775,0.0,0.5895231840831168,0.2593257794361451,0.0,0.5735494002034267,1405.0
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,57,0.11342157838326494,0.9610741384571603,0.09272351448774124,0.2844449930217589,0.13091799675419105,0.0,0.4004224390431562,0.14724882030922629,0.0,0.36659573723122874,1405.0
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,168,0.04800165434379226,0.9867344174835508,0.040885537865131584,0.1082868398081589,0.07103420144648016,0.0,0.29384463927080845,0.09320235810897791,0.0,0.2792937275022559,1405.0
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,516,0.025343303477227477,0.9964950266923133,0.023121756889166324,0.03561323452800263,0.05928463341240563,0.0,0.3119119343576364,0.08985558704762829,0.0,0.3680090895123074,1405.0
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,6,0.5774717407537687,0.8354668326150239,0.4745507775851776,0.5597573581651005,0.5482006685402165,0.0,1.0,0.41142514281909043,0.0,0.8702445065702579,1523.0
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,18,0.29578903537308704,0.9034490857411274,0.2418668993185322,0.4303834095467368,0.2524236739260198,0.0,0.6026778963703846,0.24598402109165704,0.0,0.5851685583824889,1523.0
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,57,0.12849633272526345,0.9603746867039021,0.1068584316415877,0.2906577060980052,0.12458532328607447,0.0,0.40267571396823537,0.1286106092413305,0.0,0.3469716748311431,1523.0
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,168,0.05529601152872079,0.9877244502960669,0.04891282140545627,0.11561540943402064,0.06873756555630778,0.0,0.28454156644214745,0.09302285309894492,0.0,0.3163549522399968,1523.0
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,516,0.028864987171993702,0.9969913288554706,0.027279496897583404,0.03816223278698216,0.05493597295869958,0.0,0.3132903837682946,0.08011972284878609,0.0,0.3397774158491265,1523.0
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,6,0.5529482864958274,0.7121027439766575,0.34673888272579845,0.5416558308998107,0.49765873866408505,0.0,0.9957833699721622,0.39525620907647785,0.0,0.8184641110034608,1533.0
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,18,0.30504816180945354,0.659524715676291,0.12007846763017176,0.4045638710075118,0.23554189704484163,0.0,0.5731213623407694,0.23120404710759795,0.0,0.5379647350602024,1533.0
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,57,0.1640193469524219,0.7241245709857812,0.04588971198881969,0.3037232371281927,0.11259027466415258,0.0,0.37507774344066624,0.1288507115702878,0.0,0.3414107141300622,1533.0
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,168,0.08111656109509142,0.8128366540148187,0.016696087925108995,0.20848559740889375,0.06508071851489469,0.0,0.3017660973202661,0.07692565031538683,0.0,0.2525537186795422,1533.0
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,516,0.02610166775368622,0.992337746051012,0.017876008278582795,0.05235887812788572,0.05822690636955895,0.0,0.34591916781274334,0.0855442703585735,0.0,0.3678699630422093,1533.0
