embedding_model,reduction_method,cluster_method,level,FM,Rand,ARI,AMI,Dendrogram_Purity,LCA_F1,TED
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,5,0.4990571357875627,0.7644755560873785,0.34509508539098604,0.4425629397044626,0.5708580777214406,0.5008872891716315,563.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,26,0.4355209420950616,0.94917102096712,0.408863597794104,0.6030861637509675,0.48647652448704926,0.4254978768684905,563.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,113,0.48269844189084193,0.9912182734367729,0.47814346879721603,0.5751812680991362,0.5202513668098163,0.47788902678924966,563.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,5,0.4239612330199292,0.7393070346881523,0.25550334123390117,0.37592463616960403,0.5290599426493278,0.4425054406743229,595.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,26,0.4302063969335802,0.9489449962107614,0.4034608693485067,0.5758756219219253,0.4590138931725256,0.40069275519061387,595.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,113,0.3202045191042994,0.9870634065919456,0.3112454718404923,0.431369766609573,0.3816050538027853,0.37344711552194154,595.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,5,0.4787438380150123,0.24037068060042813,0.0023305729965828067,0.0029466192255032365,0.4235113295089798,0.4012786353090922,631.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,26,0.20193669275915524,0.12590908486564822,0.0004559279198130259,0.0017183190980657804,0.32679301646184467,0.29925442709912276,631.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,113,0.10882045051258474,0.7078297634717402,0.01969917093723404,0.2419574100673521,0.34252830326853767,0.3210593292197565,631.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,5,0.4991801613766689,0.7423583688989935,0.3258615347758094,0.48960127830463024,0.6338106254069812,0.5341596175439448,571.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,26,0.40319124464291584,0.9447768337920306,0.37394832130866607,0.5984979807072299,0.47010083386510876,0.40611909581436406,571.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,113,0.38703781141822496,0.9886123409516971,0.37923550481269075,0.49650206449876993,0.4341152280966517,0.41403821699379506,571.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,5,0.46722845315813716,0.7644024304309095,0.31594826719626234,0.41690324322169914,0.5601535825955344,0.4798817644944738,599.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,26,0.3646815104481134,0.9376769973275897,0.3306076632484456,0.5522582394138918,0.42947916169028566,0.3818023648288735,599.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,113,0.28905928722290636,0.9867443128182628,0.28073774905397836,0.39485778433368324,0.35573577906937814,0.3534119184167414,599.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,5,0.48423674648754655,0.3250435430045338,0.0426938798903009,0.14852302782821367,0.5059254145135834,0.45463693589236454,607.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,26,0.2735879740347198,0.7355377394865249,0.12028655432662246,0.4904012065575457,0.41570532276884725,0.36719987129578197,607.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,113,0.22872620922124715,0.9510855836092165,0.14773557514783064,0.44924002458845264,0.3976761434381562,0.38412543319660747,607.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,5,0.44073239707119677,0.7174491111908845,0.25210358832266394,0.40918953786678885,0.5345606733700075,0.4684964447496518,571.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,26,0.4574116418179211,0.9533524789597543,0.432837201488237,0.6186318821876943,0.4779118897131277,0.42029358049115034,571.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,Agglomerative,113,0.3731022991865532,0.9880539268477524,0.36420285751519427,0.47706810748877887,0.41322594663595114,0.4163703654646442,571.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,5,0.38263664983152995,0.6855796205443208,0.17265403873573917,0.32833022306170323,0.5115561461424197,0.4347479621517365,587.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,26,0.38711812826808806,0.9469506601252443,0.35929558966711533,0.5548008644002502,0.4121621639235974,0.3429193994547799,587.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,DC,113,0.2635791228159164,0.9872428968396421,0.256917251247589,0.36125096160135567,0.3241214349475396,0.32368628954974293,587.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,5,0.4853574180922959,0.6003284006754152,0.1989018477726601,0.349290905919022,0.5219967591435845,0.46915208193601277,613.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,26,0.3498326946336238,0.8735657399651656,0.2508109928732214,0.5371792681191895,0.4816230927824255,0.39543825581624925,613.0
Qwen/Qwen3-Embedding-0.6B,PaCMAP,HDBSCAN,113,0.3211280209014601,0.9759217156608565,0.2685111000579552,0.5049186542659004,0.39926430330936014,0.40763776787385664,613.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,5,0.4958715878102381,0.7633055455838751,0.34121223807475765,0.4382036856501067,0.5806621331773967,0.5035826749006713,561.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,26,0.4287884681820678,0.948499594484996,0.40177152842237057,0.595333666366571,0.4515973362350397,0.41333010855706087,561.0
Qwen/Qwen3-Embedding-0.6B,Raw,Agglomerative,113,0.4750784430591327,0.9909058274500419,0.4700758472519043,0.5716077561276238,0.5301359683397079,0.46977621867606495,561.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,5,0.4229645379513855,0.7455094199141106,0.2597542123987887,0.3585900821570568,0.5230786090434256,0.44104179546292627,599.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,26,0.4134976312736031,0.9453352478959755,0.3844223356310322,0.576765660422977,0.446040103487899,0.3824415194802923,599.0
Qwen/Qwen3-Embedding-0.6B,Raw,DC,113,0.31742676587035124,0.9874822171699041,0.3097586151301211,0.422779847754529,0.3673021689251319,0.3890095707579146,599.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,5,0.4787438380150123,0.24037068060042813,0.0023305729965828067,0.0029466192255032365,0.3880991364975835,0.3798693135104833,637.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,26,0.20193669275915524,0.12590908486564822,0.0004559279198130259,0.0017183190980657804,0.33050027596077597,0.2956944835641456,637.0
Qwen/Qwen3-Embedding-0.6B,Raw,HDBSCAN,113,0.10463569641146596,0.6837913658543071,0.017012561125062158,0.22606649319658628,0.37337251831107743,0.33829832451843994,637.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,Agglomerative,5,0.5111789873160721,0.649641684283302,0.2581329586393577,0.4339929995415807,0.6232055070506196,0.5412810761924173,575.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,Agglomerative,26,0.44208944523826593,0.9497360828580166,0.4157233888715998,0.61530906097707,0.4699121284281642,0.4204119395914558,575.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,Agglomerative,113,0.37772105456339516,0.98854586308218,0.37022517808091826,0.4848110875731282,0.4373187105210404,0.4351095862114505,575.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,DC,5,0.3935836423110878,0.7238176910906359,0.2147841058503817,0.3249262533355634,0.5057407165387785,0.41840606712723494,579.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,DC,26,0.33671879705420416,0.9408612872774653,0.3057653635038263,0.5234977065119226,0.3238458588113639,0.283761974716994,579.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,DC,113,0.20724849179510493,0.986305558879449,0.20018667069463827,0.3089448062505372,0.26281499385449253,0.27197912131844143,579.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,HDBSCAN,5,0.47925003861775695,0.3739313682475104,0.06095361244970855,0.20606473033558612,0.5453343765233185,0.47740755198746254,603.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,HDBSCAN,26,0.2692437858596577,0.7301064975469667,0.11560510670797047,0.46200697557355713,0.4585216952619566,0.41031186437487704,603.0
Qwen/Qwen3-Embedding-0.6B,TriMAP,HDBSCAN,113,0.28458482912624655,0.9675654474625397,0.21623423713958967,0.4875067695132908,0.43279695709027566,0.4065865395970044,603.0
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,5,0.5329646434390636,0.760925637855158,0.37212125222922005,0.49141411921123296,0.6617465781159846,0.5466919959316562,571.0
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,26,0.47157874916391845,0.9544360682328853,0.4475989281863404,0.6366178886777999,0.4753174105290243,0.4272500154458852,571.0
Qwen/Qwen3-Embedding-0.6B,UMAP,Agglomerative,113,0.45672632969866234,0.9901479797375454,0.4502107350155428,0.5577258152510637,0.506756289153025,0.47419608875027963,571.0
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,5,0.44946175135837324,0.7243561618337255,0.26587187162569126,0.3941464780260946,0.5119586317880328,0.4353721049293804,587.0
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,26,0.35719902239415086,0.9402297475170516,0.3255490862206048,0.5506944326965854,0.3594019193100388,0.31767901127603926,587.0
Qwen/Qwen3-Embedding-0.6B,UMAP,DC,113,0.3301875231975779,0.9880339834868972,0.3233528232114521,0.43588188400160127,0.364645117563223,0.37077995913063866,587.0
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,5,0.5678148795126671,0.642568438966668,0.3002752840233078,0.4316336620008982,0.6662205677096754,0.5519665948659196,603.0
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,26,0.39645995923457683,0.9231582306250249,0.34261039679512917,0.601189439687821,0.4722737251073749,0.4157219906262625,603.0
Qwen/Qwen3-Embedding-0.6B,UMAP,HDBSCAN,113,0.40172549886892633,0.9828819485993113,0.36261019274678025,0.5702343087307352,0.48285187062412227,0.4640843573367606,603.0
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,5,0.5237229045867361,0.5630941459588104,0.20644569008696856,0.3252135032291459,0.49875746189773246,0.42711429820972047,565.0
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,26,0.19081715604302918,0.9035273157565846,0.13686319886209186,0.32263111092921365,0.19627509243249616,0.20767157976325085,565.0
Qwen/Qwen3-Embedding-0.6B,tSNE,Agglomerative,113,0.0586122406850992,0.98060175767487,0.048067798681821455,0.09486915268347657,0.10449957625909079,0.1342276474396745,565.0
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,5,0.4311171821359641,0.7160929626527329,0.24228232708190228,0.29727380411104126,0.46782736392705104,0.4169662620543086,579.0
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,26,0.17998257367855244,0.9278515682129419,0.14224542241528568,0.30938927828389556,0.1876956208348851,0.198947964021021,579.0
Qwen/Qwen3-Embedding-0.6B,tSNE,DC,113,0.05925816054566113,0.983732865329132,0.05101750368637403,0.08890007748066944,0.09703840037029336,0.1248279631743198,579.0
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,5,0.47569096259570454,0.2374589499155731,-0.001493587827335497,-0.0019394744824821598,0.477276456361446,0.42017470644692917,609.0
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,26,0.22240072945614922,0.5140933083376544,0.042754713970214846,0.23438110729173559,0.15602175257314388,0.17823730817238306,609.0
Qwen/Qwen3-Embedding-0.6B,tSNE,HDBSCAN,113,0.0953105042714508,0.8493412043130841,0.027306471952379684,0.20139729822579094,0.08451128200481438,0.11268491558009147,609.0
sentence-transformers/all-MiniLM-L6-v2,PCA,Agglomerative,5,0.4483143955053003,0.744631912036483,0.2821796178635673,0.38038596308663813,0.5501635817882109,0.48571948536982723,569.0
sentence-transformers/all-MiniLM-L6-v2,PCA,Agglomerative,26,0.39426417010446063,0.9433342640235066,0.36410188371585456,0.5719005238813357,0.4116298713686879,0.39081616989628654,569.0
sentence-transformers/all-MiniLM-L6-v2,PCA,Agglomerative,113,0.4298696827298986,0.9903873000678074,0.42496485736198514,0.5104962482857273,0.48430905208761976,0.42901779055422523,569.0
