embedding_model,reduction_method,cluster_method,level,FM,Rand,ARI,AMI,Dendrogram_Purity,DP_Lower,DP_Upper,LCA_F1,LCA_F1_Lower,LCA_F1_Upper,TED
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,5,0.7376861541838249,0.8831568022141792,0.6619663263964108,0.6814084703413421,0.7892398370192825,0.31942940499011274,1.0,0.6553905933153428,0.17544562167386457,1.0,702.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,27,0.5762383767797019,0.9650530480448514,0.558013401636684,0.7298673075652476,0.6257522263410792,0.0,1.0,0.5314506533157429,0.0,1.0,702.0
Qwen/Qwen3-Embedding-0.6B,PCA,Agglomerative,128,0.5773759474157618,0.9935730253353204,0.5739453113464184,0.6642201197603054,0.6128118684879669,0.0,1.0,0.5427028163724531,0.0,1.0,702.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,5,0.512944398131128,0.7688285075580158,0.36138075553003624,0.4770746503883366,0.6899767385831119,0.15930235250130598,1.0,0.5871436128944493,0.16789862409151846,1.0,734.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,27,0.5739480704738478,0.9627643531332056,0.5536927539319948,0.6847293213210158,0.6242058173885714,0.0,1.0,0.5175027303081567,0.0,1.0,734.0
Qwen/Qwen3-Embedding-0.6B,PCA,DC,128,0.43402657851474963,0.9906101412248953,0.42699533358040703,0.5422920413021993,0.4942949616195758,0.0,1.0,0.48325694220680454,0.0,1.0,734.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,5,0.47850621064549015,0.2380819317294727,-0.0012118060443798333,-0.0016807245635051316,0.4576070332344357,0.0,1.0,0.42710932540037916,0.10069185690772608,0.7535267938930322,776.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,27,0.2204097228231097,0.29884323326946277,0.022407029714078118,0.18271138308479,0.3482080663655278,0.0,1.0,0.2969109999935548,0.0,0.8279611937566307,776.0
Qwen/Qwen3-Embedding-0.6B,PCA,HDBSCAN,128,0.1004022852729335,0.6359866226669505,0.013637528271637783,0.23622761970329845,0.4423531550909804,0.0,1.0,0.41437424213717144,0.0,1.0,776.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,5,0.6393919717948727,0.8144959548648073,0.5136057786372223,0.6456917272301193,0.7077579129624394,0.19686531142103092,1.0,0.5709284497391962,0.12377537906930719,1.0,706.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,27,0.44753183711759376,0.9483092044567455,0.4178855649430541,0.6460926158077489,0.5516570277365767,0.0,1.0,0.4752612723681227,0.0,0.9680448464487783,706.0
Qwen/Qwen3-Embedding-0.6B,PHATE,Agglomerative,128,0.40070340271619803,0.9896476474345327,0.39177773959224943,0.5362405166551982,0.4899689714856967,0.0,1.0,0.4391580637659358,0.0,1.0,706.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,5,0.7378733839661036,0.8791959406713505,0.6593629136666657,0.6690909116001037,0.7694683279799033,0.19746054080804265,1.0,0.6034856808672944,0.0940423540832136,1.0,724.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,27,0.4858538250771092,0.956510361223476,0.463016338313393,0.6358540985394813,0.5417861075544099,0.0,1.0,0.449152965960606,0.0,0.9938375200145924,724.0
Qwen/Qwen3-Embedding-0.6B,PHATE,DC,128,0.36063790139530083,0.9893682137534596,0.3532776923068012,0.4668653154259237,0.3987423677389107,0.0,1.0,0.3886823573322747,0.0,0.9667999747242637,724.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,5,0.5213912207532387,0.44134553970619544,0.13034893071578615,0.35496148672791356,0.5439145228592251,0.0,1.0,0.46782163444912456,0.11603437936383199,0.8196088895344171,748.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,27,0.2174360160683069,0.5032467532467533,0.04020986317541146,0.3257445993747229,0.448327281329151,0.0,1.0,0.3683080200649002,0.0,0.8869630833085245,748.0
Qwen/Qwen3-Embedding-0.6B,PHATE,HDBSCAN,128,0.30961630614154734,0.9723715492158115,0.23934703066256777,0.538930016627697,0.45526141829444366,0.0,1.0,0.4033104400632179,0.0,1.0,748.0
